"DateTime","Precip (gridMET)","Acre-feet","Ensemble ET","Acre-feet","NDVI","Crop","Area","Field ID","ET Units","Source","Method"
"2018-01-01 05:00:00",2.137,1.486,1.173,0.816,0.241,"Unknown","8.35 Acres","06334458","in","OpenET","https://openetdata.org/#tool"
"2018-02-01 05:00:00",0.275,0.191,1.069,0.743,0.252,
"2018-03-01 05:00:00",5.805,4.037,2.310,1.606,0.315,
"2018-04-01 04:00:00",0.562,0.391,3.117,2.168,0.367,
"2018-05-01 04:00:00",0.195,0.136,2.820,1.961,0.323,
"2018-06-01 04:00:00",0.007,0.005,1.879,1.307,0.257,
"2018-07-01 04:00:00",0.006,0.004,2.065,1.436,0.239,
"2018-08-01 04:00:00",0.000,0.000,2.305,1.603,0.236,
"2018-09-01 04:00:00",0.011,0.008,1.589,1.105,0.228,
"2018-10-01 04:00:00",0.243,0.169,0.997,0.693,0.255,
"2018-11-01 04:00:00",2.199,1.529,0.826,0.574,0.251,
"2018-12-01 05:00:00",1.416,0.985,0.907,0.631,0.267,
"2019-01-01 05:00:00",5.162,3.590,1.005,0.699,0.372,
"2019-02-01 05:00:00",6.539,4.547,1.150,0.800,0.544,
"2019-03-01 05:00:00",4.122,2.867,2.813,1.956,0.574,
"2019-04-01 04:00:00",0.142,0.099,2.568,1.786,0.376,
"2019-05-01 04:00:00",2.814,1.957,2.715,1.888,0.274,
"2019-06-01 04:00:00",0.086,0.060,1.879,1.307,0.255,
"2019-07-01 04:00:00",0.000,0.000,1.464,1.018,0.216,
"2019-08-01 04:00:00",0.000,0.000,1.567,1.090,0.210,
"2019-09-01 04:00:00",0.057,0.040,1.325,0.921,0.215,
"2019-10-01 04:00:00",0.000,0.000,1.021,0.710,0.229,
"2019-11-01 04:00:00",2.036,1.416,0.927,0.645,0.251,
"2019-12-01 05:00:00",3.960,2.754,0.779,0.542,0.343,
"2020-01-01 05:00:00",0.451,0.314,1.065,0.741,0.463,
"2020-02-01 05:00:00",0.164,0.114,2.140,1.488,0.581,
"2020-03-01 05:00:00",4.030,2.803,2.383,1.657,0.594,
"2020-04-01 04:00:00",3.890,2.705,3.511,2.442,0.595,
"2020-05-01 04:00:00",0.313,0.218,3.058,2.127,0.330,
"2020-06-01 04:00:00",0.058,0.040,2.099,1.460,0.231,
"2020-07-01 04:00:00",0.000,0.000,2.135,1.485,0.215,
"2020-08-01 04:00:00",0.000,0.000,2.092,1.455,0.239,
"2020-09-01 04:00:00",0.000,0.000,1.922,1.337,0.240,
"2020-10-01 04:00:00",0.001,0.001,1.316,0.915,0.257,
"2020-11-01 04:00:00",0.381,0.265,1.047,0.728,0.257,
"2020-12-01 05:00:00",1.227,0.853,0.752,0.523,0.245,
"2021-01-01 05:00:00",2.654,1.846,0.953,0.663,0.232,
"2021-02-01 05:00:00",0.268,0.186,0.705,0.490,0.217,
"2021-03-01 05:00:00",1.270,0.883,1.524,1.060,0.222,
"2021-04-01 04:00:00",0.107,0.074,0.984,0.684,0.213,
"2021-05-01 04:00:00",0.003,0.002,0.751,0.522,0.183,
"2021-06-01 04:00:00",0.001,0.001,0.738,0.513,0.176,
"2021-07-01 04:00:00",0.038,0.026,1.708,1.188,0.194,
"2021-08-01 04:00:00",0.013,0.009,1.066,0.741,0.192,
"2021-09-01 04:00:00",0.054,0.038,0.750,0.522,0.193,
"2021-10-01 04:00:00",1.302,0.905,0.952,0.662,0.210,
"2021-11-01 04:00:00",0.023,0.016,1.000,0.695,0.243,
"2021-12-01 05:00:00",7.254,5.045,0.865,0.602,0.361,
"2022-01-01 05:00:00",0.101,0.070,1.586,1.103,0.674,
"2022-02-01 05:00:00",0.179,0.124,1.990,1.384,0.652,
"2022-03-01 05:00:00",1.432,0.996,2.402,1.670,0.512,
"2022-04-01 04:00:00",0.394,0.274,2.266,1.576,0.320,
"2022-05-01 04:00:00",0.002,0.001,1.694,1.178,0.250,
"2022-06-01 04:00:00",0.183,0.127,1.723,1.198,0.240,
"2022-07-01 04:00:00",0.010,0.007,2.033,1.414,0.240,
"2022-08-01 04:00:00",0.109,0.076,1.793,1.247,0.240,
"2022-09-01 04:00:00",0.465,0.323,1.511,1.051,0.258,
"2022-10-01 04:00:00",0.035,0.024,0.836,0.581,0.251,
"2022-11-01 04:00:00",1.741,1.211,0.911,0.634,0.239,
"2022-12-01 05:00:00",4.338,3.017,0.865,0.602,0.279,
"2023-01-01 05:00:00",9.544,6.637,1.171,0.814,0.515,
"2023-02-01 05:00:00",5.681,3.951,1.734,1.206,0.715,
"2023-03-01 05:00:00",7.757,5.394,2.552,1.775,0.805,
"2023-04-01 04:00:00",0.023,0.016,3.792,2.637,0.575,
"2023-05-01 04:00:00",0.478,0.332,3.541,2.463,0.325,
"2023-06-01 04:00:00",0.379,0.264,2.686,1.868,0.271,
"2023-07-01 04:00:00",0.000,0.000,2.190,1.523,0.247,
"2023-08-01 04:00:00",2.997,2.084,2.508,1.744,0.255,

